0 0.003
1 0.517
2 9.848
3 0.465
4 10.327
5 0.496
6 1.040
7 0.075
8 0.497
9 2.574
10 9.052
11 3.439
12 2.803
13 9.089
14 3.515
15 47.181
16 9.135
17 49.312
18 8.319
19 1.152
20 0.001
21 0.002
22 0.002
23 0.002
24 0.001
25 0.001
26 0.001
27 0.098
28 0.275
29 0.001
30 0.057
31 0.169
32 0.213
