0 0.006
1 0.774
2 6.802
3 0.661
4 3.938
5 0.673
6 2.056
7 0.080
8 0.935
9 5.488
10 18.906
11 7.627
12 5.982
13 19.046
14 7.558
15 12.689
16 19.215
17 12.853
18 10.304
19 1.811
20 0.003
21 0.003
22 0.003
23 0.003
24 0.003
25 0.003
26 0.003
27 0.040
28 0.205
29 0.003
30 0.035
31 0.155
32 0.432
