0 0.006
1 1.254
2 6.292
3 1.454
4 5.889
5 1.060
6 3.576
7 0.135
8 2.335
9 9.116
10 28.364
11 12.528
12 10.375
13 28.821
14 12.147
15 14.593
16 28.660
17 18.160
18 18.659
19 2.954
20 0.005
21 0.005
22 0.005
23 0.005
24 0.005
25 0.005
26 0.005
27 0.068
28 0.197
29 0.005
30 0.058
31 0.146
32 0.140
