0 0.006
1 0.670
2 3.463
3 0.524
4 4.293
5 0.619
6 1.860
7 0.069
8 0.999
9 5.087
10 17.015
11 7.226
12 5.420
13 17.450
14 6.858
15 9.983
16 16.986
17 11.642
18 9.547
19 1.518
20 0.003
21 0.002
22 0.003
23 0.003
24 0.003
25 0.003
26 0.002
27 0.048
28 0.304
29 0.002
30 0.050
31 0.182
32 0.223
