0 0.000
1 0.360
2 4.500
3 0.270
4 4.740
5 0.270
6 0.840
7 0.050
8 1.480
9 2.420
10 10.870
11 3.510
12 6.630
13 9.070
14 4.300
15 11.630
16 8.970
17 9.700
18 5.890
19 0.710
20 0.000
21 0.000
22 0.000
23 0.000
24 0.010
25 0.000
26 0.000
27 0.030
28 0.100
29 0.000
30 0.010
31 0.060
32 0.080
